1.860186e-03 1.860186e-03 1.290594e-01 0.00 0.4444730086581741 -0.03856599005492969 0.15773981767629555 0.5615471381223595 343.1033400625303,347.14614756749245,351.1886046103448,355.23170674762326,359.2744199240562,363.31766344410715,367.3604255617743,371.4038512756164,375.4469221664755,379.49022553235886,383.5333334105791,387.57671161633493,391.6198776134423,395.6633928463183,399.7065972510628,403.7501082408582,407.79324565519755,411.83650531182127,415.87942981614873,419.9227193828737,423.96553475711147,428.00854503503996,432.05125464681834,436.09417954914204,440.13658760204066
4.445882e-04 4.445882e-04 2.126333e-01 0.00 0.4444730086581741 -0.038991450296702805 0.170195421716621 0.5615471381223595 341.23561860301635,345.25625310386386,349.2769518374838,353.2980118678605,357.31874459720257,361.339913600024,365.3607271405012,369.38200581581805,373.4030533212914,377.4244960555274,381.4455449103636,385.4669841654212,389.48817650134316,393.50959219014436,397.53081390153903,401.5521905549141,405.57329127246845,409.59450736876875,413.6155846386885,417.6367005952037,421.6575266301535,425.6786633003783,429.6993398918314,433.7201749937549,437.74062861555467
6.772426e-04 6.772426e-04 2.125051e-02 0.00 0.4444730086581741 -0.03889590236238812 0.1660426993601006 0.5615471381223595 341.65193940266516,345.67776919352985,349.70305544211243,353.729112657151,357.7547069277481,361.7808204152797,365.80653367460843,369.83275647703994,373.8587523237411,377.8849544424236,381.911048661086,385.9373667407367,389.963410195136,393.9897782440275,398.0157833167118,402.04217947292665,406.06808433261347,410.0943217191219,414.1202168933947,418.1463276419337,422.17207008785635,426.1980949402144,430.22358219895875,434.2494872119784,438.2746628356384
9.540382e-05 9.540382e-05 2.252848e-01 0.00 0.4444730086581741 -0.039598882660809874 0.16663514918142827 0.5615471381223595 338.61440729558007,342.60415039135034,346.593836599119,350.5840568693659,354.573768979732,358.5640446693577,362.55409924214257,366.5444898267713,370.5347205004805,374.5252968601771,378.5154497704094,382.50605215996995,386.4963181813794,390.4867406290559,394.4771328000406,398.46745971736,402.45763038047795,406.44818873569307,410.438228200003,414.4286126824225,418.41859163276047,422.40867605234735,426.3985454224004,430.38856638802787,434.37803731872594
1.499806e-03 1.499806e-03 1.517400e-01 0.00 0.4444730086581741 -0.03865027024786988 0.1668944629421863 0.5615471381223595 342.73320642718437,346.77164501048543,350.8098157756285,354.8485834329331,358.88693611352517,362.9258135570895,366.9642605449121,371.0032580290343,375.0418360446282,379.08090578494006,383.1196821690249,387.1587220628654,391.1975998231521,395.2367118487845,399.27541045073343,403.31454248616495,407.35326279616584,411.39235789219504,415.43087625147456,419.46967610770895,423.5081706962935,427.54687220230966,431.5852407463532,435.62367170606075,439.6616917843948
1.161233e-03 1.161233e-03 3.776078e-02 0.00 0.4444730086581741 -0.04008728460680888 0.16806787213819047 0.5615471381223595 336.55149635900125,340.51710461932015,344.4822608624899,348.44819771861245,352.4136453678566,356.3796422850064,360.3453203353143,364.31156316267453,368.27734803854474,372.2435095659055,376.2095005947663,380.17567948854816,384.14153756731764,388.10779915279556,392.0737432203264,396.03993681437953,400.00588182178836,403.9720180950591,407.93774719662304,411.9038564538618,415.8694799875605,419.8352605122775,423.8007160184295,427.76663422948536,431.73171216788313
1.292237e-03 1.292237e-03 4.416862e-02 0.00 0.4444730086581741 -0.0387037207790933 0.1669166554635174 0.5615471381223595 342.49712159228096,346.53281167035396,350.5681935957773,354.6040504914196,358.6396853780354,362.67575342410726,366.711430367482,370.7477252815633,374.78348820044505,378.81979206127335,382.8557403175097,386.89205418362377,390.9280653931992,394.96440482452704,399.0004119882715,403.03665485617313,407.07267027774753,411.10883630132247,415.1447357775374,419.18071202331544,423.2164579682958,427.25234193666614,431.2878537828904,435.32358505730457,439.3588753582523
8.020849e-04 8.020849e-04 9.045457e-02 0.00 0.4444730086581741 -0.03885144644656307 0.16535731003092324 0.5615471381223595 341.84657404091854,345.87466783045113,349.902366599576,353.9305571431211,357.95855213969963,361.98689506603836,366.0149477772863,370.0434859681415,374.0716868859017,378.1002310408527,382.1285761918231,386.15723558482927,390.1856001343831,394.2142854268245,398.2426195738481,402.2712220850603,406.29945792258013,410.327998834799,414.3560952894406,418.3845644594763,422.4126617625762,426.4408291665804,430.4687701270028,434.49690660970197,438.52448299338386
8.784838e-04 8.784838e-04 2.606803e-01 0.00 0.4444730086581741 -0.03999650777579427 0.16556271971013642 0.5615471381223595 336.93126701564813,340.9013854738332,344.87103276366656,348.84135857910826,352.81137877332964,356.78178660604107,360.75206396170665,364.7227583389052,368.6929714474071,372.66368161753326,376.6340668383679,380.6048124410447,384.57507031745814,388.5457982418618,392.51621340498133,396.48687251065076,400.45734964148045,404.4278770861781,408.39816906230567,412.3687729166173,416.3388188682452,420.3092161576426,424.279220592809,428.2491927535065,432.2189072055993
1.625867e-03 1.625867e-03 6.468119e-02 0.00 0.4444730086581741 -0.038622013095655425 0.17160020864146458 0.5615471381223595 342.8596759254034,346.89975523959055,350.9393847123106,354.9795079615364,359.0194452864718,363.05970489485554,367.09966686541924,371.1402034244883,375.1802937843678,379.2208448092092,383.26108719050836,387.301619312484,391.341973683429,395.3826014844784,399.42264959270375,403.4633809942927,407.50365354383825,411.5441320697674,415.58424742349195,419.6244902739272,423.6644648057825,427.70460521376214,431.74454889934105,435.78445720131447,439.82396074889573
1.054723e-04 1.054723e-04 1.810309e-01 0.00 0.4444730086581741 -0.03960884948447729 0.16637549658303621 0.5615471381223595 338.5717434124944,342.56131847500103,346.5502850925546,350.53979385894377,354.5291512045238,358.5190344705147,362.5084975272062,366.4983518610774,370.4880684756913,374.4781414150845,378.46795322327586,382.4579574266399,386.44773495637736,390.4377640666381,394.42740783264315,398.41752065420815,402.40712007529663,406.39696099756065,410.38658961684183,414.3764763910138,418.36591326247583,422.35566072128216,426.3449049218002,430.33445302675415,434.323359154109
1.107322e-03 1.107322e-03 9.574383e-02 0.00 0.4444730086581741 -0.038755544293561636 0.16237192888723595 0.5615471381223595 342.2670585601713,346.30014916332885,350.3327709477946,354.36604054906843,358.3989029617204,362.4322051220105,366.46525272325084,370.49860811290324,374.53178544679224,378.5653539356563,382.5985851916707,386.6321805586951,390.6654625986564,394.6991733554426,398.73252818688246,402.76603400487545,406.799363678969,410.8328230948382,414.86588463301115,418.899316623347,422.93227650035874,426.9654965960017,430.99834901241167,435.03134469780576,439.06389979949927
8.121563e-04 8.121563e-04 1.002849e-01 0.00 0.4444730086581741 -0.0388481745785222 0.16813636099372326 0.5615471381223595 341.8619380432607,345.8900573443225,349.9180328327024,353.9464388546504,357.9745727180165,362.00303483645195,366.03127933927556,370.06001550633397,374.0883743863636,378.1170957740626,382.145604585658,386.17449118065633,390.20297466561334,394.2318534974991,398.2604142519015,402.2892461281411,406.3176520939493,410.3463336574651,414.374619483159,418.403245481661,422.4313995489374,426.4598761755908,430.48799238297164,434.51624086184125,438.5439619737673
9.948054e-04 9.948054e-04 1.170098e-01 0.00 0.4444730086581741 -0.0400347960855222 0.1618611109503553 0.5615471381223595 336.76932569437,340.73752439888165,344.70523972111073,348.67369021043436,352.6418450822291,356.6103822208979,360.5786646189807,364.54741520858556,368.51570726557486,372.4845416632497,376.4530169169089,380.4218110932284,384.390266465099,388.35905784863945,392.3274830185966,396.29636063531217,400.26486345504105,404.2335174695203,408.20193501070156,412.1705805864569,416.138721147138,420.1072180307351,424.0751446206258,428.0433618655312,432.01136143734266
8.839246e-05 8.839246e-05 1.444732e-01 0.00 0.4444730086581741 -0.03922018456683974 0.166656479116552 0.5615471381223595 340.2407061045693,344.24977845602234,348.2585736366373,352.267859133988,356.27681010756305,360.28631550440474,364.295447928324,368.30504107269024,372.31428030424576,376.323986824139,380.3334314476199,384.3431543018063,388.3525946402063,392.3623117354225,396.37169745974546,400.3812755895654,404.39076330083293,408.40028510667213,412.40954534351096,416.4191110013666,420.42819313752887,424.43764466410727,428.4465375391073,432.4557445852515,436.46435369213657
1.074707e-03 1.074707e-03 1.219596e-01 0.00 0.4444730086581741 -0.03876486128824276 0.15877200480920892 0.5615471381223595 342.22480931913583,346.2572984599282,350.2894096511213,354.32216716356686,358.35462671822467,362.3874960826302,366.4199494382056,370.45294949126674,374.4855288257838,378.51861142401145,382.5513067744409,386.58444570971335,390.6173309804008,394.65044799456643,398.6832018620986,402.7162405113313,406.7490145184541,410.78208734743043,414.8146839754604,418.84744908476455,422.8799324170425,426.91270079495814,430.94511973287985,434.9777086660655,439.0096347094182
1.506579e-03 1.506579e-03 1.566303e-01 0.00 0.4444730086581741 -0.038648093325564056 0.15691063124553745 0.5615471381223595 342.7393505647851,346.7778686718711,350.8160598920853,354.8548425373304,358.8933924466393,362.93223068175445,366.9706793766658,371.0098850968142,375.0484924530652,379.0877035508354,383.12649929467847,387.1657073283852,391.20456176854583,395.2437519031202,399.2826537981137,403.3216648753583,407.3604672095928,411.3996610066504,415.4383363454502,419.47732489412505,423.51574073706877,427.5545273893921,431.5929617423196,435.6316432042083,439.66978493886313
