# plik lowl lowE chi_eff_sq As ns tau
1.023235e+04 9.426215e+01 3.967085e+02 1.072332e+04 1.95913894 0.97041181 0.07050687
4.875109e+03 8.746412e+01 3.964699e+02 5.359043e+03 2.04141134 0.97668662 0.06858959
2.680186e+03 6.471240e+01 3.980267e+02 3.142925e+03 2.17097922 0.96616991 0.07370572
3.662116e+03 5.372546e+01 3.981664e+02 4.114008e+03 2.26461163 0.96071965 0.07244417
3.922474e+03 2.000000e+30 3.972523e+02 2.000000e+30 2.10808042 1.05366956 0.07800677
3.241481e+03 6.355538e+01 3.970265e+02 3.702063e+03 2.22208909 0.97232910 0.06958660
3.140061e+03 2.000000e+30 3.966375e+02 2.000000e+30 2.14922023 1.01546317 0.07121095
2.774934e+03 5.535901e+01 3.969571e+02 3.227250e+03 2.19732401 0.95614526 0.06792556
2.920881e+03 5.803619e+01 3.989845e+02 3.377902e+03 2.23945448 0.96444311 0.07585257
4.572564e+03 7.670363e+01 3.976001e+02 5.046868e+03 2.07625573 0.96851972 0.07326651
2.667104e+03 7.770034e+01 3.969061e+02 3.141711e+03 2.15292495 0.98135702 0.07045285
2.087970e+04 2.000000e+30 3.975550e+02 2.000000e+30 1.86789663 0.96155934 0.07492443
6.912345e+03 5.779077e+01 3.966192e+02 7.366755e+03 2.30505817 0.97433602 0.06683782
2.675644e+03 6.173897e+01 3.976382e+02 3.135021e+03 2.19511965 0.96545988 0.07187911
3.884591e+03 7.399304e+01 3.995977e+02 4.358182e+03 2.12327308 0.97020052 0.07986737
2.698239e+03 5.671718e+01 3.971862e+02 3.152143e+03 2.16807202 0.95439964 0.06917889
4.476656e+03 5.266144e+01 3.964587e+02 4.925776e+03 2.25839334 0.95942238 0.06496133
2.842763e+03 6.851582e+01 3.979212e+02 3.309200e+03 2.21132104 0.97681495 0.07396267
4.197283e+03 7.187128e+01 3.971303e+02 4.666285e+03 2.08116761 0.96404842 0.07074187
3.324806e+03 7.182098e+01 3.986557e+02 3.795283e+03 2.13284434 0.96967012 0.07676214
2.645603e+03 6.301976e+01 3.976288e+02 3.106251e+03 2.18720827 0.96631227 0.07198108
4.045897e+03 5.199865e+01 3.984091e+02 4.496305e+03 2.28166411 0.95935742 0.07295603
2.715322e+03 6.464634e+01 3.997034e+02 3.179671e+03 2.22646854 0.97218652 0.07907333
3.592217e+03 5.852766e+01 3.972685e+02 4.048013e+03 2.11410976 0.94999899 0.06975569
6.004276e+03 2.000000e+30 3.968715e+02 2.000000e+30 2.15427287 1.07719276 0.07468406
2.697625e+03 6.122916e+01 3.994772e+02 3.158331e+03 2.19012817 0.96261917 0.07776100
3.776837e+03 6.696671e+01 3.966347e+02 4.240438e+03 2.22982446 0.97868032 0.06802953
2.656541e+03 6.650063e+01 3.973659e+02 3.120408e+03 2.16322482 0.96825903 0.07127430
4.720890e+03 6.792459e+01 3.967441e+02 5.185559e+03 2.06505041 0.95717759 0.06868780
3.220655e+03 7.589054e+01 3.974091e+02 3.693955e+03 2.11660422 0.97351098 0.07259925
3.756082e+03 5.520190e+01 3.984949e+02 4.209779e+03 2.27111105 0.96399395 0.07380207
7.848395e+03 5.643571e+01 3.994551e+02 8.304286e+03 2.19720984 0.96707590 0.03757032
9.293759e+03 8.020048e+01 3.982443e+02 9.772204e+03 2.00288808 0.96094749 0.07589848
5.991201e+03 4.715486e+01 3.979671e+02 6.436323e+03 2.32422728 0.95396065 0.07027961
3.996564e+03 6.085839e+01 3.964210e+02 4.453843e+03 2.23693214 0.97102001 0.06600307
2.696888e+03 6.532585e+01 3.965417e+02 3.158755e+03 2.14263652 0.96484159 0.06731918
2.678568e+03 6.975321e+01 3.973126e+02 3.145633e+03 2.18273406 0.97526842 0.07146887
4.000823e+03 6.597628e+01 3.970000e+02 4.463800e+03 2.08955795 0.95774780 0.06963725
2.886089e+03 6.124408e+01 3.977995e+02 3.345132e+03 2.21887265 0.96767920 0.07251028
7.665209e+04 2.000000e+30 3.968834e+02 2.000000e+30 1.53218736 0.96147622 0.07448339
2.962571e+03 7.112955e+01 3.988716e+02 3.432572e+03 2.15328468 0.97149247 0.07730626
3.933329e+03 5.732291e+01 3.982541e+02 4.388906e+03 2.27180519 0.96788860 0.07347230
5.373927e+03 7.546290e+01 3.966859e+02 5.846076e+03 2.04316123 0.96348473 0.06887866
3.694760e+03 5.629772e+01 3.976468e+02 4.148704e+03 2.11892055 0.94668922 0.07086470
2.875980e+03 4.992279e+01 3.982815e+02 3.324184e+03 2.17825482 0.94232023 0.07183601
4.741906e+03 2.000000e+30 3.972007e+02 2.000000e+30 2.21683124 1.02998220 0.07557955
2.653723e+03 7.508029e+01 3.968912e+02 3.125694e+03 2.15793008 0.97900775 0.07010108
3.044312e+03 5.294625e+01 3.985122e+02 3.495770e+03 2.24301192 0.95634728 0.07331549
2.849772e+03 7.574448e+01 3.960267e+02 3.321543e+03 2.10133073 0.97379997 0.06352614
2.752730e+03 6.080648e+01 3.997837e+02 3.213320e+03 2.18754653 0.96144966 0.07852421
2.904618e+03 6.808815e+01 3.987666e+02 3.371473e+03 2.15757082 0.96828137 0.07661346
1.885132e+04 2.000000e+30 3.966854e+02 2.000000e+30 2.29355256 1.09087798 0.06841564
2.703420e+03 5.277822e+01 3.990256e+02 3.155224e+03 2.21624460 0.95232311 0.07485103
2.795129e+03 6.702965e+01 3.964807e+02 3.258639e+03 2.12869833 0.96541197 0.06694303
3.718147e+03 6.012149e+01 3.977506e+02 4.176019e+03 2.25568681 0.97074607 0.07224908
2.774893e+03 5.906517e+01 4.004313e+02 3.234390e+03 2.19414318 0.95928543 0.07993363
4.598272e+03 7.239586e+01 3.971235e+02 5.067791e+03 2.07069890 0.96318903 0.07079460
2.673017e+03 7.412191e+01 3.967433e+02 3.143882e+03 2.14506624 0.97627348 0.06929233
1.058901e+05 4.354312e+01 4.010439e+02 1.063347e+05 2.96059447 0.96841603 0.07325656
2.940756e+03 2.000000e+30 3.967466e+02 2.000000e+30 2.11495049 0.99903902 0.07136914
2.805861e+03 6.100592e+01 3.967798e+02 3.263647e+03 2.19454055 0.96521343 0.06798878
3.310491e+03 5.376397e+01 3.974853e+02 3.761740e+03 2.24108573 0.95833468 0.07004021
2.673704e+03 6.909824e+01 3.979561e+02 3.140758e+03 2.16790340 0.97171024 0.07403016
3.798906e+03 6.838901e+01 3.975781e+02 4.264873e+03 2.10333820 0.96221908 0.07245248
5.554324e+03 6.803845e+01 3.991868e+02 6.021549e+03 2.31347647 0.98841644 0.07831433
7.263965e+03 5.178852e+01 3.993822e+02 7.715136e+03 2.36081475 0.96792257 0.07592408
3.723740e+03 5.240221e+01 3.958666e+02 4.172009e+03 2.21395395 0.95461871 0.05940859
2.672164e+03 7.424542e+01 3.967178e+02 3.143128e+03 2.14428985 0.97638017 0.06907116
5.354654e+03 8.399876e+01 3.968752e+02 5.835527e+03 2.04256544 0.97252546 0.07077518
3.191176e+03 5.695983e+01 3.988001e+02 3.646936e+03 2.25210668 0.96442903 0.07503061
2.750365e+03 6.031570e+01 3.993666e+02 3.210048e+03 2.18366225 0.96046824 0.07724381
2.829326e+03 6.282378e+01 3.978786e+02 3.290029e+03 2.21409907 0.96937340 0.07286711
2.784970e+03 8.021538e+01 3.970477e+02 3.262233e+03 2.13533555 0.98151605 0.07147894
3.450095e+03 7.122046e+01 3.965008e+02 3.917816e+03 2.09237356 0.96573520 0.06748795
3.768605e+03 5.151346e+01 3.988082e+02 4.218926e+03 2.27828943 0.95776907 0.07398955
2.794610e+03 6.832748e+01 3.962233e+02 3.259161e+03 2.17314334 0.97371306 0.06537635
4.082005e+03 5.552447e+01 3.960127e+02 4.533542e+03 2.23114980 0.96216378 0.06207131
2.641642e+03 6.681701e+01 3.969988e+02 3.105458e+03 2.16127111 0.96882045 0.06979540
2.706231e+03 6.034621e+01 3.977245e+02 3.164302e+03 2.20152431 0.96413062 0.07194165
3.260973e+03 5.733262e+01 3.970811e+02 3.715386e+03 2.12517978 0.94979082 0.06874770
3.580813e+03 5.204672e+01 3.976995e+02 4.030560e+03 2.25626839 0.95678615 0.07052210
3.439596e+03 7.856284e+01 3.991747e+02 3.917334e+03 2.09168015 0.98386296 0.04043231
2.696748e+03 6.520056e+01 3.987375e+02 3.160686e+03 2.17778864 0.96716295 0.07620302
5.015919e+03 5.761229e+01 3.981374e+02 5.471669e+03 2.29668796 0.97160205 0.07303990
2.694303e+03 6.762727e+01 3.994563e+02 3.161387e+03 2.21798384 0.97528962 0.07879477
3.023387e+03 6.296966e+01 3.983859e+02 3.484742e+03 2.14960439 0.96051558 0.07458745
4.872491e+03 7.529213e+01 3.972251e+02 5.345009e+03 2.06412681 0.96557189 0.07154635
3.078740e+03 7.029939e+01 3.963413e+02 3.545381e+03 2.19338352 0.97871506 0.06674014
3.271155e+03 5.994989e+01 3.971802e+02 3.728285e+03 2.12332492 0.95356725 0.06960230
4.117749e+03 5.414905e+01 3.963191e+02 4.568217e+03 2.24365047 0.96064441 0.06429941
2.653776e+03 6.769734e+01 3.976187e+02 3.119092e+03 2.16718062 0.97013149 0.07247740
3.142669e+03 5.977966e+01 3.968020e+02 3.599251e+03 2.21649546 0.96614404 0.06799566
5.580787e+04 2.000000e+30 3.974688e+02 2.000000e+30 1.63704536 0.97078296 0.07783215
3.333803e+03 6.225920e+01 3.982763e+02 3.794339e+03 2.13426276 0.95749598 0.07405506
6.665610e+03 5.311696e+01 3.958163e+02 7.114543e+03 2.26320835 0.96303090 0.05598559
5.883392e+03 8.746066e+01 3.967732e+02 6.367626e+03 2.02790771 0.97412129 0.07040800
4.785651e+03 7.503246e+01 3.993550e+02 5.260038e+03 2.09591381 0.96774184 0.07920665
2.698610e+03 6.056794e+01 3.987267e+02 3.157905e+03 2.18217269 0.96108484 0.07542922
2.791083e+03 6.622141e+01 3.973799e+02 3.254684e+03 2.14751051 0.96569743 0.07136729
3.414116e+03 6.761206e+01 3.968672e+02 3.878595e+03 2.22155010 0.97817126 0.06921963
6.985714e+03 5.434135e+01 3.982920e+02 7.438347e+03 2.33913520 0.97090731 0.07307810
4.482463e+03 4.936996e+01 3.979156e+02 4.929749e+03 2.28891170 0.95503780 0.07076671
2.762514e+03 6.080192e+01 3.964550e+02 3.219771e+03 2.18297577 0.96384600 0.06607370
4.399322e+03 6.735482e+01 3.991098e+02 4.865787e+03 2.10692220 0.96006045 0.07736709
3.219545e+03 6.029846e+01 3.977526e+02 3.677596e+03 2.23711050 0.96862078 0.07230432
2.642182e+03 7.183113e+01 3.966023e+02 3.110615e+03 2.15270245 0.97474993 0.06822184
2.638426e+03 6.126234e+01 3.990785e+02 3.098767e+03 2.19956495 0.96419825 0.07658848
3.284347e+03 5.186874e+01 3.996103e+02 3.735826e+03 2.26971576 0.95697832 0.07642173
2.713671e+03 5.270787e+01 3.997879e+02 3.166167e+03 2.20760003 0.95065992 0.07697158
3.428454e+03 4.405858e+01 4.014250e+02 3.873937e+03 2.19181276 0.92906891 0.07869199
2.982167e+03 5.563008e+01 3.993605e+02 3.437158e+03 2.24911581 0.96142841 0.07646142
3.513672e+03 6.343566e+01 3.986422e+02 3.975750e+03 2.13089254 0.95842950 0.07538769
2.661981e+03 6.035880e+01 3.990287e+02 3.121368e+03 2.21274917 0.96459077 0.07637813
5.482999e+03 7.322741e+01 3.990549e+02 5.955281e+03 2.07835033 0.96334559 0.07803393
3.862277e+03 4.797072e+01 4.011474e+02 4.311395e+03 2.31062834 0.95308366 0.07942128
2.830708e+03 6.583573e+01 3.993477e+02 3.295892e+03 2.17148256 0.96673480 0.07808756
2.876489e+03 6.151126e+01 3.971874e+02 3.335188e+03 2.14219041 0.95850922 0.06981284
3.535674e+03 5.595914e+01 3.970963e+02 3.988730e+03 2.24168031 0.96270144 0.06885842
2.662624e+03 6.620135e+01 3.988660e+02 3.127691e+03 2.18374211 0.96925737 0.07666797
1.001835e+04 7.581569e+01 3.982218e+02 1.049239e+04 1.99600674 0.95504488 0.07536735
1.338625e+04 4.644238e+01 4.003666e+02 1.383306e+04 2.45627146 0.96593032 0.07723177
3.344806e+03 6.658105e+01 3.964822e+02 3.807870e+03 2.09991498 0.96078845 0.06691120
3.038922e+03 6.403342e+01 3.971510e+02 3.500106e+03 2.21468478 0.97189170 0.07027065
2.652795e+03 6.589496e+01 3.966039e+02 3.115294e+03 2.15080953 0.96667506 0.06765659
3.935720e+03 5.213254e+01 3.989163e+02 4.386769e+03 2.28518685 0.95975081 0.07461224
3.835392e+03 2.000000e+30 3.966253e+02 2.000000e+30 2.06372890 1.00324704 0.07129895
8.552095e+04 4.288856e+01 3.993958e+02 8.596324e+04 2.86519254 0.96287808 0.06941133
2.655252e+03 6.509214e+01 3.993106e+02 3.119655e+03 2.19158534 0.96845917 0.07788528
4.280996e+03 6.994931e+01 3.998608e+02 4.750806e+03 2.11700504 0.96422477 0.07997373
3.790257e+03 5.213366e+01 3.971475e+02 4.239539e+03 2.25411384 0.95712457 0.06834321
2.666628e+03 6.893790e+01 3.974424e+02 3.133008e+03 2.16104033 0.97109896 0.07195749
6.180119e+03 5.670267e+01 3.965447e+02 6.633366e+03 2.22102321 0.96654356 0.04941369
3.055870e+03 6.746111e+01 3.958933e+02 3.519224e+03 2.17294562 0.97374140 0.06099541
3.355550e+03 6.668040e+01 3.971946e+02 3.819425e+03 2.11332922 0.96182641 0.07051193
2.684853e+03 5.344413e+01 3.992647e+02 3.137562e+03 2.21297227 0.95299164 0.07568651
4.976423e+03 5.669696e+01 3.971332e+02 5.430253e+03 2.28091021 0.96889134 0.06914741
3.085969e+03 6.675899e+01 3.979721e+02 3.550700e+03 2.13730311 0.96444570 0.07363905
3.208481e+03 5.332825e+01 3.978854e+02 3.659694e+03 2.24231918 0.95740575 0.07126957
2.921622e+03 8.042544e+01 3.964236e+02 3.398471e+03 2.05175972 0.97552739 0.05316957
7.137602e+03 4.809320e+01 3.992405e+02 7.584936e+03 2.36071509 0.95989640 0.07456430
3.055647e+03 5.391017e+01 4.005188e+02 3.510076e+03 2.18204484 0.94914684 0.07904276
2.700750e+03 6.957110e+01 3.970131e+02 3.167334e+03 2.14740949 0.97057611 0.07005482
5.628323e+03 5.787554e+01 3.968817e+02 6.083080e+03 2.20179164 0.96675974 0.04763174
3.698882e+03 8.477698e+01 3.972047e+02 4.180864e+03 2.09071668 0.97985998 0.07262575
3.938048e+03 5.631138e+01 3.964962e+02 4.390856e+03 2.24131447 0.96398903 0.06578131
2.642168e+03 6.974019e+01 3.964995e+02 3.108408e+03 2.15789364 0.97295701 0.06744639
3.830989e+03 3.751519e+01 4.023636e+02 4.270868e+03 2.31559216 0.91411838 0.07711057
3.458848e+03 6.558557e+01 3.975288e+02 3.921963e+03 2.11609051 0.96033800 0.07185308
2.669409e+03 5.586316e+01 3.984676e+02 3.123740e+03 2.19597834 0.95556184 0.07375203
3.731208e+03 5.681920e+01 3.990237e+02 4.187051e+03 2.27615410 0.96706934 0.07580323
2.645435e+03 6.736473e+01 3.967802e+02 3.109580e+03 2.16823811 0.97081859 0.06869581
2.926206e+03 5.762688e+01 3.974859e+02 3.381319e+03 2.21885566 0.96225025 0.07071058
3.940802e+03 7.459572e+01 3.967986e+02 4.412197e+03 2.08093189 0.96770775 0.06960084
1.339677e+05 4.324672e+01 4.022007e+02 1.344132e+05 3.05303353 0.99426656 0.07838817
2.845901e+03 7.500152e+01 3.974572e+02 3.318360e+03 2.13897693 0.97554363 0.07274123
2.678118e+03 5.871528e+01 3.986251e+02 3.135459e+03 2.18654895 0.95891405 0.07464137
3.097588e+03 5.773879e+01 3.977335e+02 3.553061e+03 2.23273378 0.96399540 0.07174550
2.729687e+05 5.963595e+01 4.009659e+02 2.734293e+05 3.40507756 0.96925141 0.06825678
2.306535e+04 4.129036e+01 3.989339e+02 2.350557e+04 2.53391312 0.95387974 0.07090329
3.432629e+03 6.827922e+01 3.978236e+02 3.898731e+03 2.11935578 0.96408702 0.07333618
8.209770e+03 7.659801e+01 3.985013e+02 8.684869e+03 2.02320863 0.95973570 0.07642939
4.784004e+03 6.033215e+01 3.965747e+02 5.240911e+03 2.26096789 0.97305772 0.06682073
2.687585e+03 7.421666e+01 3.988037e+02 3.160605e+03 2.17663154 0.97849128 0.07762113
3.071533e+03 6.117396e+01 3.971057e+02 3.529813e+03 2.21806998 0.96814626 0.06969778
2.695868e+03 6.426966e+01 3.976348e+02 3.157772e+03 2.16323107 0.96487598 0.07213753
3.795003e+03 6.345697e+01 3.986549e+02 4.257115e+03 2.12162426 0.95716632 0.07543440
1.194731e+04 2.000000e+30 3.971234e+02 2.000000e+30 1.93804495 0.98406193 0.07400716
2.834717e+03 6.502866e+01 3.972649e+02 3.297011e+03 2.20259906 0.97162386 0.07071559
5.140916e+03 5.181444e+01 3.973287e+02 5.590059e+03 2.29254420 0.96105129 0.06903933
6.674840e+03 7.947080e+01 3.994646e+02 7.153775e+03 2.05737063 0.96710984 0.07992683
2.719833e+03 6.343688e+01 3.966467e+02 3.179917e+03 2.14357814 0.96218117 0.06751251
3.264266e+03 4.812069e+01 3.978006e+02 3.710187e+03 2.24628247 0.94715928 0.06992357
3.566827e+03 7.875950e+01 3.974227e+02 4.043009e+03 2.10111792 0.97461979 0.07280096
2.633682e+03 6.537238e+01 3.983125e+02 3.097367e+03 2.18927211 0.96930664 0.07478799
2.647719e+03 7.169687e+01 3.986569e+02 3.118072e+03 2.19114677 0.97753597 0.07680327
2.917091e+03 7.115559e+01 3.981734e+02 3.386420e+03 2.14687515 0.97124003 0.07500859
2.919739e+03 7.050363e+01 3.993159e+02 3.389559e+03 2.23321506 0.98113814 0.07882428
5.748752e+03 5.674499e+01 3.994515e+02 6.204948e+03 2.33060804 0.97343578 0.07714857
2.910729e+03 6.363725e+01 3.961630e+02 3.370529e+03 2.18448674 0.96878948 0.06454842
4.282620e+03 8.260267e+01 3.981194e+02 4.763342e+03 2.08837635 0.97621211 0.07595066
6.148882e+03 5.766791e+01 3.958356e+02 6.602385e+03 2.25610255 0.97014205 0.05824514
2.958393e+03 6.726282e+01 3.983686e+02 3.424024e+03 2.14944919 0.96642544 0.07514189
2.702900e+03 6.520709e+01 3.992563e+02 3.167364e+03 2.21877068 0.97228163 0.07776438
2.684212e+03 6.420929e+01 3.981606e+02 3.146582e+03 2.17271333 0.96558093 0.07410625
2.928995e+03 7.042680e+01 3.966615e+02 3.396084e+03 2.12012529 0.96841076 0.06823469
2.749266e+03 5.927309e+01 3.976260e+02 3.206165e+03 2.20519570 0.96304808 0.07132214
5.427884e+03 6.108537e+01 3.971848e+02 5.886154e+03 2.28703413 0.97678532 0.07007378
3.097974e+04 2.000000e+30 3.974766e+02 2.000000e+30 1.78306351 0.97157184 0.07629977
5.841975e+03 5.863520e+01 4.004799e+02 6.301090e+03 2.15010677 0.96596313 0.03454838
4.528291e+03 7.187261e+01 3.967850e+02 4.996949e+03 2.06654041 0.96240277 0.06911621
3.446210e+03 6.005478e+01 3.976789e+02 3.903944e+03 2.24418791 0.96928410 0.07171853
2.661369e+03 7.004432e+01 3.991679e+02 3.130581e+03 2.18677722 0.97444500 0.07824296
3.716866e+03 6.518136e+01 3.983579e+02 4.180405e+03 2.11867324 0.95941027 0.07465548
1.659987e+05 4.979630e+01 4.023194e+02 1.664509e+05 3.16629222 0.96504850 0.07332906
3.571268e+03 6.967551e+01 3.963303e+02 4.037274e+03 2.21235388 0.98053938 0.06632991
4.793553e+03 6.205105e+01 3.977341e+02 5.253338e+03 2.16457478 0.97002933 0.04420571
3.605638e+03 2.000000e+30 3.970198e+02 2.000000e+30 2.10864503 1.04195349 0.07587634
3.796466e+03 5.058396e+01 3.978713e+02 4.244921e+03 2.26710813 0.95504914 0.07077593
1.279455e+04 4.767637e+01 3.972896e+02 1.323952e+04 2.40556093 0.96475784 0.06793602
3.129328e+03 6.499565e+01 3.969047e+02 3.591228e+03 2.21375524 0.97342181 0.06928677
2.662625e+03 6.071517e+01 3.960464e+02 3.119386e+03 2.15514043 0.96079832 0.06300675
2.634511e+03 6.486675e+01 3.976187e+02 3.096996e+03 2.17976400 0.96793800 0.07226544
4.698150e+03 7.830834e+01 3.974502e+02 5.173908e+03 2.07018923 0.96961925 0.07288089
3.085961e+03 7.495131e+01 3.973658e+02 3.558278e+03 2.12256508 0.97331205 0.07226283
6.565160e+03 9.294541e+01 3.973608e+02 7.055466e+03 2.02431548 0.97809380 0.07381652
5.656594e+04 4.170498e+01 3.995110e+02 5.700715e+04 2.73771579 0.96825020 0.07185842
2.663738e+03 7.123141e+01 3.970914e+02 3.132061e+03 2.17403274 0.97624343 0.07062528
3.222428e+03 2.000000e+30 3.967779e+02 2.000000e+30 2.10187170 1.01992356 0.07283925
2.947904e+03 6.806561e+01 3.981158e+02 3.414086e+03 2.14592365 0.96722988 0.07434547
3.669172e+04 2.000000e+30 3.965764e+02 2.000000e+30 1.72686314 0.97062466 0.07122499
2.646607e+03 6.232488e+01 3.975441e+02 3.106476e+03 2.18662785 0.96527951 0.07163396
4.933840e+03 2.000000e+30 3.967445e+02 2.000000e+30 2.13585923 1.06580930 0.07319873
3.451119e+03 6.344425e+01 3.970472e+02 3.911610e+03 2.23095137 0.97329783 0.06969757
3.625938e+03 9.206935e+01 3.966812e+02 4.114688e+03 2.07862589 0.98634290 0.07029410
2.637285e+03 6.498060e+01 3.980402e+02 3.100306e+03 2.18937577 0.96900108 0.07383741
2.729286e+03 7.265361e+01 3.979922e+02 3.199932e+03 2.19758733 0.98017299 0.07470544
5.446892e+03 6.002332e+01 3.982212e+02 5.905136e+03 2.30506275 0.97648560 0.07383845
3.513269e+03 6.105492e+01 3.985882e+02 3.972912e+03 2.25952739 0.97204031 0.07518041
3.683602e+04 4.242353e+01 3.997527e+02 3.727819e+04 2.63348611 0.96822742 0.07374320
2.665698e+03 7.143826e+01 3.975739e+02 3.134711e+03 2.16302960 0.97438389 0.07292378
2.934012e+03 4.414935e+01 3.989803e+02 3.377142e+03 2.23460274 0.93515165 0.07249250
2.694717e+03 6.439535e+01 3.983000e+02 3.157412e+03 2.20622180 0.97020370 0.07467556
3.345579e+03 7.215421e+01 3.977602e+02 3.815493e+03 2.11902030 0.96900490 0.07355354
9.219589e+03 8.600262e+01 3.972389e+02 9.702830e+03 1.98594451 0.96563400 0.07248687
2.645745e+03 7.139884e+01 3.981595e+02 3.115303e+03 2.17901241 0.97594503 0.07510717
2.769614e+03 7.771792e+01 3.977210e+02 3.245053e+03 2.14933769 0.97984240 0.07415700
3.678535e+03 6.089180e+01 3.976656e+02 4.137092e+03 2.25175216 0.97154639 0.07189734
2.643181e+03 6.078748e+01 3.988787e+02 3.102848e+03 2.20449143 0.96428188 0.07588641
3.778085e+03 7.255764e+01 3.977107e+02 4.248354e+03 2.10246404 0.96723635 0.07331311
4.985713e+03 8.317204e+01 3.971461e+02 5.466031e+03 2.05590822 0.97322273 0.07204522
2.677857e+03 7.854511e+01 3.977253e+02 3.154128e+03 2.16599098 0.98308832 0.07428816
4.200915e+03 5.385264e+01 3.982061e+02 4.652974e+03 2.28166805 0.96303934 0.07266105
2.739400e+03 6.242179e+01 3.986357e+02 3.200457e+03 2.21762958 0.96860243 0.07550992
3.095302e+03 6.824737e+01 3.972809e+02 3.560830e+03 2.12516716 0.96543567 0.07115351
2.638200e+03 6.754446e+01 3.978169e+02 3.103562e+03 2.18348074 0.97192109 0.07331084
3.196332e+03 5.568955e+01 3.977325e+02 3.649754e+03 2.23883216 0.96130526 0.07136969
3.078648e+03 7.738873e+01 3.977275e+02 3.553764e+03 2.12777326 0.97645992 0.07405935
6.493468e+03 5.170653e+01 3.991873e+02 6.944362e+03 2.34578075 0.96607318 0.07535669
2.640072e+03 6.736220e+01 3.975406e+02 3.104975e+03 2.17106346 0.97025864 0.07225851
5.239937e+03 6.897806e+01 3.987442e+02 5.707659e+03 2.08229738 0.95894056 0.07650250
2.842095e+03 5.933868e+01 3.975326e+02 3.298967e+03 2.21218196 0.96413494 0.07104569
2.825765e+03 7.316134e+01 3.976090e+02 3.296535e+03 2.14401711 0.97386051 0.07319202
5.740470e+03 5.451495e+01 3.975683e+02 6.192554e+03 2.30561962 0.96769738 0.07041500
3.330445e+03 5.561029e+01 3.986077e+02 3.784663e+03 2.25708299 0.96285964 0.07428842
2.669071e+03 5.724893e+01 3.978855e+02 3.124206e+03 2.19636968 0.95839336 0.07195998
2.779037e+03 7.577781e+01 3.980213e+02 3.252837e+03 2.15367170 0.97787859 0.07513248
5.747347e+03 8.174080e+01 3.973230e+02 6.226411e+03 2.04423342 0.96974396 0.07269755
3.621907e+03 6.768418e+01 3.971401e+02 4.086731e+03 2.10230621 0.96165543 0.07048470
2.824834e+03 6.032799e+01 3.988674e+02 3.284030e+03 2.22936676 0.96684814 0.07581212
2.665358e+03 6.655528e+01 3.973614e+02 3.129275e+03 2.18550116 0.97129851 0.07148424
3.975945e+03 6.179101e+01 3.981342e+02 4.435871e+03 2.26747047 0.97452009 0.07381109
2.917998e+03 6.053327e+01 3.972937e+02 3.375825e+03 2.14252184 0.95695845 0.07016538
2.768740e+03 5.906480e+01 3.977686e+02 3.225573e+03 2.21035760 0.96322055 0.07202514
4.143811e+03 7.381701e+01 3.985453e+02 4.616173e+03 2.10288818 0.96798471 0.07652368
2.746139e+03 6.164924e+01 3.962940e+02 3.204082e+03 2.17732586 0.96460592 0.06534556
3.592810e+03 6.177911e+01 3.968837e+02 4.051472e+03 2.23494774 0.97149355 0.06886026
3.189618e+03 6.378421e+01 3.982669e+02 3.651669e+03 2.13888362 0.96032015 0.07424819
2.686376e+03 7.644867e+01 3.974685e+02 3.160293e+03 2.17745213 0.98254210 0.07302013
6.092635e+03 6.029933e+01 3.974397e+02 6.550374e+03 2.30460999 0.97752651 0.07097860
4.336874e+03 7.427748e+01 3.981059e+02 4.809257e+03 2.09130758 0.96730853 0.07498948
2.866617e+03 6.611945e+01 3.975184e+02 3.330255e+03 2.20891875 0.97366753 0.07208679
3.960925e+03 5.192054e+01 3.975089e+02 4.410354e+03 2.26580709 0.95785617 0.06976897
2.781569e+03 8.646862e+01 3.973349e+02 3.265372e+03 2.14186910 0.98874192 0.07342265
3.033840e+03 5.957090e+01 3.958876e+02 3.489299e+03 2.17837446 0.96286460 0.06002477
3.492775e+03 6.105796e+01 3.967094e+02 3.950543e+03 2.22751106 0.96970273 0.06765306
8.034558e+03 6.858688e+01 3.986737e+02 8.501818e+03 2.03285713 0.95140758 0.07598790
2.992139e+03 6.819370e+01 3.972793e+02 3.457612e+03 2.13055830 0.96611746 0.07113864
2.782828e+03 5.854361e+01 3.965506e+02 3.237922e+03 2.18938226 0.96092862 0.06654428
3.766919e+03 7.721253e+01 3.965785e+02 4.240710e+03 2.07970633 0.97094363 0.06862257
3.574844e+03 5.715358e+01 3.980950e+02 4.030093e+03 2.25805771 0.96598605 0.07287921
2.965211e+03 5.899030e+01 3.985297e+02 3.422731e+03 2.15890993 0.95571513 0.07442082
2.773994e+03 6.952405e+01 3.988360e+02 3.242354e+03 2.21716291 0.97812714 0.07717731
2.914297e+03 7.496544e+01 3.967832e+02 3.386046e+03 2.12186148 0.97396522 0.06964154
2.637612e+03 6.631119e+01 3.972486e+02 3.101172e+03 2.16782899 0.96874355 0.07080921
1.985714e+04 2.000000e+30 3.967945e+02 2.000000e+30 1.85824051 0.97024547 0.07188542
5.235061e+03 5.996670e+01 3.974014e+02 5.692429e+03 2.28815893 0.97495341 0.07084316
3.581699e+03 6.838007e+01 3.973069e+02 4.047386e+03 2.23534819 0.98047974 0.07139556
2.732341e+03 6.449897e+01 3.972146e+02 3.194054e+03 2.19359515 0.96970576 0.07052413
2.767886e+03 6.344563e+01 3.977454e+02 3.229077e+03 2.15790212 0.96287175 0.07246050
