# plik lowl lowE chi_eff_sq As ns tau
3.144233e+03 4.908101e+01 3.983533e+02 3.591668e+03 2.24755738 0.94917281 0.07194028
2.644677e+03 6.132383e+01 3.969609e+02 3.102962e+03 2.17355952 0.96267300 0.06895399
5.029744e+03 7.558781e+01 3.965272e+02 5.501859e+03 2.04645268 0.96440261 0.06790049
2.646223e+03 7.015445e+01 3.962997e+02 3.112677e+03 2.14166908 0.97164014 0.06612971
2.636461e+03 6.497011e+01 3.968479e+02 3.098279e+03 2.16709769 0.96726494 0.06881678
3.118270e+03 7.867809e+01 3.965851e+02 3.593533e+03 2.10407646 0.97607378 0.06887924
6.150781e+03 5.509492e+01 3.967608e+02 6.602637e+03 2.29786822 0.96854667 0.06705598
2.642445e+03 6.997041e+01 3.967552e+02 3.109170e+03 2.15526434 0.97245068 0.06907032
4.124373e+03 5.819058e+01 3.962182e+02 4.578782e+03 2.23770862 0.96714615 0.06435750
2.999253e+03 6.660865e+01 3.969461e+02 3.462808e+03 2.12584764 0.96373588 0.06951261
2.696640e+03 6.567308e+01 3.966078e+02 3.158921e+03 2.17611501 0.96979365 0.06766890
3.231898e+03 6.790694e+01 3.967398e+02 3.696545e+03 2.21149085 0.97739738 0.06863124
4.310056e+03 7.284252e+01 3.969663e+02 4.779865e+03 2.07500759 0.96453460 0.07019214
5.279636e+03 6.534248e+01 3.966220e+02 5.741601e+03 2.26735754 0.98133765 0.06767401
2.646532e+03 7.084136e+01 3.971500e+02 3.114523e+03 2.16058914 0.97382394 0.07089996
7.664644e+03 8.521468e+01 3.972292e+02 8.147088e+03 2.00818351 0.96818677 0.07246774
3.270347e+03 6.174005e+01 3.971143e+02 3.729201e+03 2.12029754 0.95591753 0.06957178
3.105160e+03 5.828591e+01 3.969762e+02 3.560422e+03 2.21905169 0.96388673 0.06854911
2.634553e+03 6.640773e+01 3.974214e+02 3.098382e+03 2.17491563 0.96964517 0.07155360
2.642463e+03 6.967821e+01 3.973059e+02 3.109448e+03 2.17405611 0.97397948 0.07150224
3.041299e+03 7.145722e+01 3.970552e+02 3.509812e+03 2.12131160 0.96929202 0.07044288
5.189379e+03 8.111821e+01 3.975295e+02 5.668027e+03 2.05877631 0.97097916 0.07344223
2.650293e+03 6.528682e+01 3.975309e+02 3.113110e+03 2.16916000 0.96718067 0.07196859
3.709135e+03 2.000000e+30 3.963863e+02 2.000000e+30 2.09100361 1.04377719 0.06609911
3.140903e+03 6.914843e+01 3.969222e+02 3.606974e+03 2.21052078 0.97863842 0.06982696
3.025356e+03 6.526245e+01 3.978589e+02 3.488477e+03 2.14029536 0.96291607 0.07309193
3.817758e+03 5.741570e+01 3.975493e+02 4.272723e+03 2.25733736 0.96678509 0.07089554
2.672968e+03 6.786046e+01 3.976147e+02 3.138443e+03 2.18903748 0.97330736 0.07251018
3.132691e+03 6.214975e+01 3.975686e+02 3.592409e+03 2.13336753 0.95783770 0.07152272
6.816081e+03 5.195003e+01 3.961138e+02 7.264145e+03 2.29552626 0.96301854 0.06248278
3.143283e+03 5.175224e+01 3.973194e+02 3.592354e+03 2.23108660 0.95337597 0.06886493
2.634772e+03 6.587099e+01 3.980202e+02 3.098663e+03 2.18247301 0.96932014 0.07388597
2.651368e+03 5.827202e+01 3.984151e+02 3.108055e+03 2.19485224 0.95943662 0.07399817
2.667349e+03 5.743331e+01 3.985829e+02 3.123365e+03 2.20688679 0.95953551 0.07438205
5.757704e+03 4.750646e+01 3.990187e+02 6.204229e+03 2.33409569 0.95550338 0.07380077
3.190918e+03 5.518756e+01 3.991084e+02 3.645214e+03 2.25741932 0.96185498 0.07567531
6.442827e+04 4.213659e+01 4.021419e+02 6.487255e+04 2.81747141 0.95095701 0.07513335
2.718507e+03 5.575754e+01 3.984301e+02 3.172695e+03 2.21458766 0.95781383 0.07366963
4.206788e+03 7.165402e+01 3.981482e+02 4.676590e+03 2.09733610 0.96494034 0.07492053
3.268642e+03 5.680038e+01 3.959026e+02 3.721345e+03 2.19672074 0.96034435 0.06086625
4.148895e+03 5.583666e+01 3.981600e+02 4.602892e+03 2.27773142 0.96616512 0.07284436
4.462590e+04 4.318214e+01 4.004706e+02 4.506956e+04 2.68367698 0.97622469 0.07598183
3.139133e+03 6.681250e+01 3.980280e+02 3.603973e+03 2.13529690 0.96419984 0.07380190
1.009963e+04 5.650295e+01 3.983852e+02 1.055452e+04 2.24132220 0.97145643 0.04130462
2.675566e+03 5.875484e+01 3.979072e+02 3.132228e+03 2.17821744 0.95841251 0.07230771
2.699599e+03 6.514931e+01 3.988277e+02 3.163576e+03 2.17826184 0.96710605 0.07639968
5.053453e+03 7.164828e+01 3.981227e+02 5.523224e+03 2.07585866 0.96194741 0.07460065
3.494440e+03 6.089477e+01 3.979952e+02 3.953330e+03 2.12588485 0.95456045 0.07293279
3.044189e+03 6.290229e+01 3.981754e+02 3.505266e+03 2.23207226 0.97157347 0.07402925
2.641091e+03 6.521043e+01 3.965139e+02 3.102815e+03 2.15344951 0.96622926 0.06704111
8.111499e+03 6.074938e+01 3.962384e+02 8.568487e+03 2.30924998 0.98031401 0.06479918
5.858937e+03 8.926360e+01 3.962573e+02 6.344458e+03 2.01376918 0.97492209 0.06694621
3.166269e+03 2.000000e+30 3.962433e+02 2.000000e+30 2.13550847 1.01483011 0.06696317
3.324746e+03 7.271815e+01 3.965576e+02 3.794022e+03 2.09785761 0.96823803 0.06809780
2.279956e+05 5.639514e+01 3.998312e+02 2.284518e+05 3.28901034 0.96547259 0.06614938
1.035840e+04 2.000000e+30 3.967644e+02 2.000000e+30 2.20236367 1.08331308 0.06769229
8.389959e+03 5.653071e+01 3.966309e+02 8.843121e+03 2.25242988 0.97033924 0.04889342
2.911886e+03 6.194055e+01 3.989370e+02 3.372763e+03 2.16412369 0.96056431 0.07621362
6.848789e+03 7.026043e+01 3.984067e+02 7.317456e+03 2.04691534 0.95578777 0.07537979
2.768824e+03 6.056062e+01 3.980680e+02 3.227453e+03 2.21345250 0.96573785 0.07320489
2.127734e+04 4.111440e+01 3.983685e+02 2.171682e+04 2.51220101 0.95073915 0.06897988
2.829441e+03 7.303140e+01 3.979921e+02 3.300464e+03 2.14960300 0.97408948 0.07462474
2.980999e+03 6.299939e+01 3.963100e+02 3.440308e+03 2.19331578 0.96876132 0.06547106
3.468488e+03 6.493460e+01 3.975283e+02 3.930951e+03 2.11645307 0.95948384 0.07180914
6.772967e+03 5.318561e+01 3.958091e+02 7.221962e+03 2.26731016 0.96352540 0.05657167
3.459400e+03 7.006125e+01 3.962554e+02 3.925716e+03 2.15634809 0.97731438 0.05363405
3.423673e+03 6.204018e+01 3.971689e+02 3.882882e+03 2.23303658 0.97138027 0.06994843
5.157728e+03 7.499730e+01 3.986805e+02 5.631406e+03 2.07892453 0.96586945 0.07693017
2.757193e+03 5.583495e+01 3.967463e+02 3.209774e+03 2.19190154 0.95645649 0.06720990
3.220297e+03 6.617662e+01 3.972872e+02 3.683761e+03 2.12113381 0.96211271 0.07091067
4.499107e+03 5.635756e+01 3.980633e+02 4.953527e+03 2.28544780 0.96808405 0.07271189
2.662251e+03 5.960508e+01 3.969221e+02 3.118778e+03 2.16523108 0.95896758 0.06850676
6.620750e+03 5.988326e+01 3.963393e+02 7.076972e+03 2.23266642 0.97286529 0.05165873
2.643660e+03 6.033882e+01 3.987115e+02 3.102710e+03 2.20194037 0.96338936 0.07528040
8.061258e+03 4.950697e+01 3.993910e+02 8.510156e+03 2.37543968 0.96478311 0.07538674
3.196822e+03 7.124818e+01 3.986283e+02 3.666698e+03 2.13808466 0.96973269 0.07654234
6.527875e+03 6.293120e+01 3.985961e+02 6.989402e+03 2.32808227 0.98349564 0.07572703
2.974094e+03 5.683924e+01 3.987420e+02 3.429675e+03 2.24031256 0.96274718 0.07487156
4.102625e+03 8.122918e+01 3.986305e+02 4.582484e+03 2.10123033 0.97606936 0.07766912
2.993679e+04 4.358352e+01 3.983593e+02 3.037873e+04 2.56890438 0.96783410 0.07036927
2.636034e+03 6.823335e+01 3.974615e+02 3.101729e+03 2.17289565 0.97175300 0.07202491
4.874725e+03 8.848703e+01 3.970749e+02 5.360287e+03 2.05428366 0.97857446 0.07216000
2.659287e+03 7.070514e+01 3.972148e+02 3.127207e+03 2.15816509 0.97322067 0.07124345
1.029172e+04 5.660449e+01 4.001326e+02 1.074845e+04 2.21857226 0.97080869 0.03547751
1.034894e+04 9.036529e+01 3.965828e+02 1.083589e+04 1.95602286 0.96649999 0.06918828
5.328195e+03 6.061239e+01 3.967893e+02 5.785597e+03 2.27722864 0.97527796 0.06804352
3.221559e+03 7.306075e+01 3.969800e+02 3.691600e+03 2.11082248 0.96984998 0.07040702
2.641152e+03 6.199059e+01 3.975901e+02 3.100733e+03 2.18418385 0.96443949 0.07166705
3.009018e+05 6.564685e+01 4.033905e+02 3.013709e+05 3.49992949 0.96404546 0.07169065
2.762256e+03 5.803180e+01 3.972445e+02 3.217532e+03 2.15769594 0.95512517 0.06962805
2.690658e+03 5.890401e+01 3.976977e+02 3.147260e+03 2.19882814 0.96156323 0.07153060
2.692299e+03 6.680855e+01 3.964828e+02 3.155591e+03 2.13934680 0.96659652 0.06686908
3.290043e+03 7.725312e+01 3.960303e+02 3.763327e+03 2.07806378 0.97217789 0.06386013
3.820248e+03 5.039204e+01 3.966462e+02 4.267286e+03 2.24642581 0.95307655 0.06563151
2.657640e+03 5.817696e+01 3.973888e+02 3.113206e+03 2.18409780 0.95870829 0.07033508
3.043084e+03 8.116707e+01 3.973810e+02 3.521632e+03 2.12237315 0.98032204 0.07301503
3.106854e+03 5.923992e+01 3.969649e+02 3.563059e+03 2.21859388 0.96535865 0.06873730
3.995714e+03 4.626429e+01 3.986485e+02 4.440627e+03 2.28678134 0.94707455 0.07216491
2.801064e+03 6.801527e+01 3.988789e+02 3.267958e+03 2.16680998 0.96934740 0.07702106
2.669914e+03 5.867697e+01 3.982507e+02 3.126842e+03 2.20345239 0.96133988 0.07351461
3.556052e+03 7.874205e+01 3.967593e+02 4.031553e+03 2.08889140 0.97377109 0.06957080
3.589969e+03 5.707557e+01 3.975690e+02 4.044614e+03 2.25069026 0.96533909 0.07096266
2.363910e+04 2.000000e+30 3.963538e+02 2.000000e+30 1.82287585 0.95837771 0.06841186
5.289774e+03 8.060585e+01 3.963815e+02 5.766762e+03 2.03420245 0.96856009 0.06741619
2.796061e+03 6.337101e+01 3.977228e+02 3.257155e+03 2.15524945 0.96242106 0.07238525
2.646290e+03 6.921205e+01 3.990090e+02 3.114511e+03 2.20041562 0.97536471 0.07757700
1.109273e+05 4.713726e+01 4.010135e+02 1.113754e+05 2.98568743 0.95289764 0.07075138
3.321258e+03 6.894516e+01 3.985774e+02 3.788781e+03 2.13306518 0.96620506 0.07593530
4.917343e+03 4.942437e+01 3.989548e+02 5.365722e+03 2.31324825 0.95753241 0.07401101
5.207485e+03 5.944616e+01 3.958725e+02 5.662804e+03 2.23613031 0.97061415 0.05838962
2.646569e+03 6.157251e+01 3.970558e+02 3.105197e+03 2.16793999 0.96222195 0.06926666
3.227239e+03 6.868508e+01 3.963643e+02 3.692289e+03 2.10026592 0.96382273 0.06646436
8.915353e+03 2.000000e+30 3.969461e+02 2.000000e+30 2.15622197 1.09886086 0.06959950
2.705747e+03 6.688949e+01 3.968035e+02 3.169440e+03 2.18005935 0.97174352 0.06876261
2.897806e+03 6.991709e+01 3.965631e+02 3.364286e+03 2.12090322 0.96797998 0.06777952
2.781667e+03 6.945370e+01 3.991645e+02 3.250285e+03 2.22194012 0.97842436 0.07815715
3.634378e+03 5.423521e+01 3.994517e+02 4.088065e+03 2.28044764 0.96282150 0.07661166
5.691608e+03 7.872636e+01 3.980681e+02 6.168402e+03 2.05823168 0.96766560 0.07533898
2.685728e+03 5.827787e+01 3.968144e+02 3.140820e+03 2.16064234 0.95638001 0.06776664
2.899150e+03 5.675217e+01 3.973932e+02 3.353295e+03 2.21518084 0.96043911 0.06999740
3.951689e+03 7.744342e+01 3.992047e+02 4.428337e+03 2.11490559 0.97331501 0.07913869
4.305499e+03 6.809402e+01 3.977142e+02 4.771307e+03 2.26426994 0.98341971 0.07318408
2.681479e+03 6.199436e+01 3.969246e+02 3.140398e+03 2.18323283 0.96501820 0.06886119
2.851995e+03 7.047864e+01 3.974729e+02 3.319946e+03 2.14108784 0.97029511 0.07225593
3.086377e+03 9.201434e+01 3.988409e+02 3.577232e+03 2.21384042 1.00262105 0.07997714
4.756791e+03 7.057352e+01 3.981433e+02 5.225508e+03 2.08395039 0.96172719 0.07466564
6.492730e+03 2.000000e+30 3.964998e+02 2.000000e+30 2.16629873 1.05823496 0.06531678
8.459044e+03 5.653477e+01 3.976205e+02 8.913199e+03 2.34915508 0.97653616 0.07125415
3.745325e+03 5.797349e+01 3.972210e+02 4.200519e+03 2.24927933 0.96697491 0.06971974
3.408653e+03 6.316603e+01 3.981293e+02 3.869949e+03 2.12845515 0.95812961 0.07366368
9.785875e+03 7.167982e+01 3.987932e+02 1.025635e+04 2.00810663 0.95150608 0.07666743
2.794589e+03 5.979012e+01 3.966254e+02 3.251005e+03 2.19106021 0.96306646 0.06702781
3.386356e+03 6.183986e+01 3.973246e+02 3.845520e+03 2.23475633 0.97112874 0.07063409
2.811517e+03 6.531995e+01 3.993560e+02 3.276192e+03 2.17338657 0.96628930 0.07801453
4.999882e+03 6.608604e+01 3.984066e+02 5.464374e+03 2.08507648 0.95586813 0.07494549
2.914898e+03 7.423768e+01 3.974850e+02 3.386621e+03 2.13482948 0.97403365 0.07273356
4.752660e+03 5.137678e+01 3.981612e+02 5.202198e+03 2.29680174 0.96012383 0.07190940
2.845909e+03 6.286484e+01 3.968269e+02 3.305601e+03 2.19759128 0.96832199 0.06856379
3.322808e+03 5.621089e+01 3.990425e+02 3.778061e+03 2.26182203 0.96422070 0.07570892
2.661094e+03 6.813194e+01 3.970307e+02 3.126257e+03 2.15567260 0.96976932 0.07012538
2.890672e+03 7.077144e+01 3.977352e+02 3.359179e+03 2.20968546 0.97968582 0.07357524
5.815120e+03 3.884955e+01 3.977518e+02 6.251721e+03 2.10182381 0.90144238 0.06655094
2.964352e+03 5.645089e+01 3.978082e+02 3.418611e+03 2.22701558 0.96105663 0.07172291
2.637970e+03 6.327767e+01 3.969899e+02 3.098237e+03 2.16978761 0.96501966 0.06935319
3.578583e+03 2.000000e+30 3.963510e+02 2.000000e+30 2.11847992 1.03512855 0.06804345
5.010825e+03 8.490898e+01 3.966109e+02 5.492345e+03 2.04317639 0.97404574 0.06926364
5.560842e+04 2.000000e+30 3.963482e+02 2.000000e+30 1.61377318 0.96644760 0.06929389
2.685508e+03 6.959763e+01 3.970672e+02 3.152173e+03 2.15083780 0.97099538 0.07038326
2.693800e+03 5.709376e+01 3.976762e+02 3.148570e+03 2.17503116 0.95550323 0.07116009
4.515180e+03 7.386685e+01 3.966043e+02 4.985651e+03 2.06188463 0.96441803 0.06840174
1.449129e+04 8.984287e+01 3.962684e+02 1.497740e+04 1.90531681 0.95859348 0.06726436
2.755423e+03 7.601457e+01 3.967760e+02 3.228214e+03 2.13345014 0.97687413 0.06959651
2.919688e+03 6.387114e+01 3.963785e+02 3.379937e+03 2.19085424 0.96958405 0.06604321
8.542591e+03 5.235360e+01 3.969874e+02 8.991932e+03 2.25075520 0.96270060 0.04623763
3.849831e+03 7.200414e+01 3.975640e+02 4.319399e+03 2.09888449 0.96617227 0.07280735
3.666564e+03 4.167511e+01 3.987167e+02 4.106956e+03 2.16339689 0.91929615 0.07077206
2.779618e+03 5.072357e+01 3.980835e+02 3.228425e+03 2.21535610 0.94876227 0.07156659
2.804455e+03 9.131939e+01 3.963773e+02 3.292152e+03 2.14544451 0.99590232 0.06795025
6.123188e+03 5.719444e+01 3.970877e+02 6.577470e+03 2.30234677 0.97244692 0.06908556
4.710962e+03 5.319310e+01 3.960408e+02 5.160196e+03 2.25044606 0.96017066 0.06194661
2.910670e+03 7.912433e+01 3.968409e+02 3.386635e+03 2.18540455 0.98753061 0.07036310
4.154953e+03 7.420089e+01 3.979180e+02 4.627072e+03 2.09355285 0.96772370 0.07430848
2.747807e+03 5.305867e+01 3.982366e+02 3.199102e+03 2.21515612 0.95317938 0.07255744
3.206973e+03 6.732042e+01 3.974384e+02 3.671731e+03 2.12299323 0.96375474 0.07161917
2.894073e+03 6.857986e+01 3.961449e+02 3.358797e+03 2.17565331 0.97469865 0.06430112
3.865131e+03 5.190756e+01 3.985579e+02 4.315597e+03 2.27801671 0.95865243 0.07334998
3.218378e+03 6.142816e+01 3.971849e+02 3.676991e+03 2.22621148 0.96951136 0.07008022
2.677840e+03 6.507928e+01 3.966172e+02 3.139537e+03 2.14690142 0.96499859 0.06759876
2.696455e+03 7.476627e+01 3.977848e+02 3.169006e+03 2.18744208 0.98154627 0.07423221
4.662338e+03 7.146211e+01 3.967457e+02 5.130546e+03 2.06257858 0.96140465 0.06878937
8.875560e+03 9.214969e+01 3.971054e+02 9.364815e+03 1.98519439 0.97177916 0.07244526
1.516458e+05 5.102969e+01 4.015087e+02 1.520983e+05 3.11925819 0.95649673 0.07086216
3.124126e+03 7.034584e+01 3.968861e+02 3.591358e+03 2.11489256 0.96720876 0.06953383
3.857964e+03 5.565031e+01 3.966187e+02 4.310233e+03 2.24303542 0.96284914 0.06652784
3.062512e+04 2.000000e+30 3.965923e+02 2.000000e+30 1.76410013 0.97732496 0.07155870
3.046062e+03 6.880307e+01 3.994904e+02 3.514355e+03 2.15751597 0.96865057 0.07888373
2.652910e+03 5.795085e+01 3.988173e+02 3.109678e+03 2.20466097 0.95993256 0.07516595
2.894444e+03 7.273444e+01 3.976871e+02 3.364866e+03 2.14011540 0.97274044 0.07335471
6.421830e+03 4.712521e+01 3.973953e+02 6.866351e+03 2.32319612 0.95405841 0.06818384
4.066397e+03 5.637330e+01 3.974462e+02 4.520217e+03 2.26387054 0.96592577 0.07030384
2.643892e+03 6.030070e+01 3.978181e+02 3.102011e+03 2.18584426 0.96189046 0.07233073
1.653116e+04 4.283922e+01 3.990629e+02 1.697307e+04 2.47698712 0.95655244 0.07227833
2.385612e+05 6.898737e+01 4.053963e+02 2.390356e+05 3.39790664 0.94498003 0.07385110
2.752416e+03 5.764958e+01 3.980841e+02 3.208150e+03 2.21356060 0.96112034 0.07281456
2.656341e+03 5.797150e+01 3.976926e+02 3.112005e+03 2.18563213 0.95831893 0.07140706
3.526735e+03 4.954421e+01 3.984339e+02 3.974713e+03 2.26610578 0.95238951 0.07239447
2.947392e+03 5.788988e+01 3.986044e+02 3.403887e+03 2.23620944 0.96405322 0.07462472
3.735369e+04 4.471727e+01 4.014958e+02 3.779991e+04 2.42415137 0.96271601 0.03025263
3.941886e+03 7.356547e+01 3.971420e+02 4.412593e+03 2.08779554 0.96700884 0.07110203
2.682547e+03 5.848211e+01 3.982967e+02 3.139326e+03 2.18212902 0.95820323 0.07353605
2.999368e+03 9.113497e+01 3.980635e+02 3.488566e+03 2.13421454 0.99152561 0.07673249
2.770778e+03 5.306289e+01 4.001304e+02 3.223972e+03 2.20148057 0.95033649 0.07799151
4.144323e+03 5.423313e+01 3.991589e+02 4.597715e+03 2.29238597 0.96447685 0.07570979
2.647400e+03 6.648877e+01 3.976291e+02 3.111518e+03 2.17020226 0.96888665 0.07245302
3.107317e+03 5.630415e+01 3.974571e+02 3.561078e+03 2.22943897 0.96141503 0.07035936
3.717550e+03 6.293881e+01 3.975641e+02 4.178053e+03 2.10972649 0.95573890 0.07153727
3.241889e+03 2.000000e+30 3.971713e+02 2.000000e+30 2.03018711 1.02371117 0.05465836
3.263451e+03 6.720649e+01 3.999250e+02 3.730583e+03 2.15313537 0.96566457 0.07986446
3.462017e+03 3.799016e+01 4.004474e+02 3.900454e+03 2.21584862 0.90896779 0.07335407
3.784373e+03 6.090338e+01 3.983856e+02 4.243662e+03 2.26611219 0.97279696 0.07453366
7.066787e+03 4.949082e+01 3.975708e+02 7.513849e+03 2.33464608 0.96093233 0.06949748
4.238402e+03 7.578277e+01 3.972673e+02 4.711452e+03 2.07987247 0.96836813 0.07178015
2.705240e+03 5.826592e+01 3.995032e+02 3.163009e+03 2.19324757 0.95847360 0.07727703
2.889273e+03 7.606013e+01 3.969567e+02 3.362290e+03 2.12552361 0.97559037 0.07039578
2.914880e+03 6.107736e+01 3.958476e+02 3.371805e+03 2.17053600 0.96417727 0.06026885
2.878840e+03 4.576008e+01 3.990282e+02 3.323629e+03 2.23290071 0.93924937 0.07314598
2.749640e+03 6.750947e+01 3.985998e+02 3.215750e+03 2.16823289 0.96909908 0.07606202
4.132027e+03 6.887787e+01 3.994966e+02 4.600402e+03 2.11798842 0.96325405 0.07887146
2.697360e+03 5.464314e+01 3.986776e+02 3.150680e+03 2.21330680 0.95554950 0.07418798
6.771008e+04 4.230187e+01 3.984698e+02 6.815085e+04 2.77118045 0.97296054 0.06905902
4.269597e+03 5.600737e+01 3.976706e+02 4.723275e+03 2.27325722 0.96628767 0.07107852
5.224855e+03 7.018902e+01 3.983081e+02 5.693352e+03 2.07592745 0.95995979 0.07513081
3.698483e+03 4.759690e+01 3.985622e+02 4.144642e+03 2.14398612 0.93277341 0.07211718
2.728569e+03 6.497374e+01 3.970995e+02 3.190642e+03 2.19064295 0.97011583 0.07006360
2.930769e+03 5.151708e+01 3.984934e+02 3.380780e+03 2.23595767 0.95270856 0.07297812
2.873755e+03 7.249241e+01 3.960009e+02 3.342248e+03 2.16337996 0.97857473 0.06296036
5.432277e+03 5.198746e+01 3.979051e+02 5.882169e+03 2.30731409 0.96279715 0.07115664
3.228843e+03 7.071686e+01 3.967233e+02 3.696283e+03 2.10675615 0.96675594 0.06877748
2.655921e+03 5.740274e+01 3.984084e+02 3.111733e+03 2.19709425 0.95831592 0.07387397
2.819619e+03 7.090061e+01 3.974379e+02 3.287958e+03 2.14263477 0.97108393 0.07214785
3.068719e+03 4.060232e+01 4.017425e+02 3.511064e+03 2.23603674 0.92347081 0.07808087
2.644448e+03 6.253241e+01 3.986126e+02 3.105593e+03 2.18855907 0.96496081 0.07528729
3.870416e+03 5.355415e+01 3.973123e+02 4.321282e+03 2.25817113 0.96024242 0.06924378
4.518856e+03 8.437808e+01 3.968405e+02 5.000075e+03 2.05984742 0.97555020 0.07054054
3.259987e+03 7.098268e+01 3.975566e+02 3.728526e+03 2.12078215 0.96797389 0.07277362
7.011366e+03 4.591465e+01 3.994050e+02 7.456685e+03 2.36294877 0.95458174 0.07438974
3.198041e+03 5.456763e+01 3.997438e+02 3.652352e+03 2.16611008 0.94861278 0.07717799
2.851440e+03 5.859768e+01 3.977475e+02 3.307786e+03 2.21737532 0.96340248 0.07189912
8.932165e+03 8.467534e+01 3.961190e+02 9.412959e+03 2.28709067 1.00898202 0.06513311
4.034563e+03 7.628551e+01 3.983394e+02 4.509188e+03 2.10185278 0.97091114 0.07613585
2.734950e+03 6.169848e+01 3.972288e+02 3.193878e+03 2.15488369 0.96044928 0.07008500
2.970809e+03 7.497675e+01 3.970883e+02 3.442874e+03 2.19849144 0.98414825 0.07113284
3.684100e+03 5.832886e+01 3.968084e+02 4.139238e+03 2.23888473 0.96668796 0.06783043
7.239126e+03 8.826209e+01 3.988239e+02 7.726212e+03 2.03648644 0.97372558 0.07894182
2.864103e+03 5.773444e+01 3.960904e+02 3.317928e+03 2.13767245 0.95663618 0.05224914
2.646237e+03 6.131701e+01 3.980878e+02 3.105642e+03 2.18376094 0.96292801 0.07342595
3.548066e+03 7.466071e+01 3.967391e+02 4.019465e+03 2.09214992 0.96947995 0.06929859
3.391791e+03 5.797930e+01 3.979387e+02 3.847709e+03 2.24798329 0.96621467 0.07238479
2.700194e+03 7.576405e+01 3.978095e+02 3.173768e+03 2.15997873 0.97895884 0.07431713
2.727485e+03 5.776114e+01 3.976194e+02 3.182865e+03 2.20329179 0.96036026 0.07109834
2.790157e+03 7.327169e+01 3.966087e+02 3.260037e+03 2.12800815 0.97307073 0.06847594
3.225959e+03 5.797626e+01 3.966243e+02 3.680560e+03 2.21743947 0.96360271 0.06669951
3.788537e+03 4.974993e+01 4.011191e+02 4.239406e+03 2.30692980 0.95655263 0.07984825
2.638611e+03 6.653742e+01 3.970208e+02 3.102169e+03 2.17136763 0.96979199 0.06984092
2.793902e+03 7.511959e+01 3.967739e+02 3.265795e+03 2.10326372 0.97762645 0.05022192
2.636084e+03 6.830881e+01 3.969584e+02 3.101351e+03 2.16377416 0.97119971 0.06980951
2.719715e+03 7.408971e+01 3.969348e+02 3.190739e+03 2.14193064 0.97550837 0.07032573
4.991420e+03 8.118823e+01 3.982098e+02 5.470818e+03 2.07341431 0.97242339 0.07615393
3.278146e+03 7.072085e+01 3.969094e+02 3.745776e+03 2.21436327 0.98123155 0.06985603
5.465916e+03 6.085411e+01 3.979392e+02 5.924709e+03 2.17616789 0.96996433 0.04330640
3.695147e+03 6.284523e+01 3.992398e+02 4.157232e+03 2.27259640 0.97592981 0.07748029
2.877680e+03 7.155550e+01 3.964969e+02 3.345732e+03 2.11951044 0.96997059 0.06756107
3.076709e+03 6.371770e+01 3.983979e+02 3.538824e+03 2.23632777 0.97312111 0.07494756
7.375228e+03 8.615890e+01 3.973622e+02 7.858749e+03 2.01396899 0.96987801 0.07306063
2.855979e+04 4.320130e+01 3.988796e+02 2.900187e+04 2.56802534 0.96625317 0.07181537
2.790351e+03 7.557737e+01 3.990059e+02 3.264934e+03 2.16569778 0.97845469 0.07831034
4.444727e+03 5.799875e+01 3.969927e+02 4.899718e+03 2.26366928 0.96912914 0.06849759
2.768337e+03 6.648691e+01 3.978708e+02 3.232695e+03 2.20611247 0.97347143 0.07342044
2.899202e+03 6.804339e+01 3.972861e+02 3.364531e+03 2.13631345 0.96671303 0.07113439
3.829413e+03 6.308067e+01 4.010068e+02 4.293501e+03 2.09462293 0.96623003 0.03322556
2.733660e+03 6.964353e+01 3.968990e+02 3.200203e+03 2.18273864 0.97561212 0.06964166
3.106284e+03 7.657091e+01 3.959353e+02 3.578790e+03 2.06243400 0.97108720 0.05758060
2.905740e+03 6.780953e+01 3.976179e+02 3.371168e+03 2.14161003 0.96676541 0.07251377
3.012297e+03 5.684567e+01 3.989128e+02 3.468056e+03 2.24488299 0.96322276 0.07543566
2.683816e+03 7.506260e+01 3.977128e+02 3.156592e+03 2.18341566 0.98143753 0.07393256
3.130576e+03 6.309314e+01 3.971968e+02 3.590866e+03 2.22079794 0.97128627 0.07031878
4.752563e+03 6.792617e+01 3.986193e+02 5.219109e+03 2.28882728 0.98556197 0.07642537
2.760539e+03 6.900714e+01 3.963010e+02 3.225847e+03 2.12569222 0.96792628 0.06605190
2.642454e+03 7.138755e+01 3.973148e+02 3.111156e+03 2.16747401 0.97523633 0.07177747
2.860355e+03 5.658459e+01 3.967714e+02 3.313711e+03 2.20147841 0.95898547 0.06735603
3.617487e+03 7.018301e+01 3.967180e+02 4.084388e+03 2.09218565 0.96404392 0.06863168
4.484286e+04 4.204312e+01 3.995622e+02 4.528447e+04 2.67738237 0.96882020 0.07279557
5.887774e+03 4.967783e+01 3.990498e+02 6.336501e+03 2.33444968 0.96055392 0.07434776
1.968181e+05 5.323445e+01 4.010407e+02 1.972724e+05 3.23121617 0.96482290 0.06965764
3.679655e+03 6.196293e+01 3.974192e+02 4.139037e+03 2.24678726 0.97276934 0.07108795
3.020696e+03 6.754051e+01 3.995512e+02 3.487788e+03 2.16034454 0.96735747 0.07886135
8.522350e+03 4.400789e+01 3.999025e+02 8.966261e+03 2.39474989 0.95238438 0.07516328
2.657176e+03 5.683639e+01 3.995050e+02 3.113517e+03 2.20759860 0.95803762 0.07704029
3.137617e+03 6.596425e+01 3.975244e+02 3.601106e+03 2.12908832 0.96265675 0.07191110
